 ,0 minute,1 minute,2 minute,3 minute,4 minute,5 minute,6 minute,7 minute,8 minute,9 minute,10 minute,11 minute,12 minute,13 minute,14 minute,15 minute,16 minute,17 minute,18 minute,19 minute,20 minute,21 minute,22 minute,23 minute,24 minute,25 minute,26 minute,27 minute,28 minute,29 minute,30 minute,31 minute,32 minute,33 minute,34 minute,35 minute,36 minute,37 minute,38 minute,39 minute,40 minute,41 minute,42 minute,43 minute,44 minute,45 minute,46 minute,47 minute,48 minute,49 minute,50 minute,51 minute,52 minute,53 minute,54 minute,55 minute,56 minute,57 minute,58 minute,59 minute,60 minute
 TMB2FUO2,nan,0.000357012633437308,0.0003580926345650223,0.0003582152570233573,0.00035824262265312485,0.0003582796835685616,0.0003583784305002953,0.00035831572491748607,0.00035833307282119906,0.0003583481148353608,0.0003583612436497203,0.0003583692426359619,0.00035838110927154473,0.0003583911192797963,0.0003584002557362047,0.0003584087327595536,0.00035840342091790364,0.0003584135697242343,0.0003584220583068067,0.00035842992476749864,0.00035843733526104334,0.0003584510631330026,0.00035845660143741154,0.0003584624755200139,0.0003584682167833313,0.0003584738058788314,0.0003584781448600497,0.00035848350556750994,0.00035848879675505095,0.00035849398498841,0.0003584990755609792,0.0003585033232333928,0.0003585086255984729,0.00035851352871548126,0.00035851833000595344,0.000358523060512304,0.00035851659599057267,0.0003585249575521713,0.0003585303746023224,0.0003585354238278002,0.00035854036668132877,0.0003585401887415786,0.000358547581489007,0.0003585527870040369,0.0003585576893154011,0.0003585624992759084,0.0003585671938628817,0.00035857278363614554,0.00035857754266296774,0.00035858216268123223,0.00035858672744495755,0.00035859250912022224,0.00035859636839959786,0.0003586006942166398,0.0003586050394213446,0.00035860935051076524,0.00035861083609802007,0.0003586165130436727,0.00035862100316894183,0.0003586252882749605,0.00035862950490655776
 EPXKTMCO2H,nan,0.00923660182200036,0.011002519710584259,0.011362681621622846,0.011498921959943764,0.011580072182933806,0.011629488840769238,0.011669993931773039,0.011702135397007325,0.011727566144743356,0.011748123134230713,0.011762753349384376,0.011775589594597048,0.01178862809317439,0.011799766247210559,0.011809406093365414,0.011816496681223348,0.01182243948394687,0.011829051282110453,0.011834958517718335,0.011840290196719172,0.011845567970732954,0.011850621816328453,0.011854869114899334,0.011858828489602423,0.011862530541326478,0.011865972953242338,0.011869285554606356,0.011872282983758519,0.011875101030211777,0.011877757202194606,0.011880108015000033,0.01188224243203909,0.01188451558222599,0.011886675393921485,0.01188872616920872,0.01188958573503143,0.01188985827213548,0.011891652254785723,0.011893391423483316,0.011895042838145752,0.011895900157782326,0.011896431663775667,0.01189790849887281,0.011899350657330299,0.011900732253757759,0.011901632162010824,0.01190253795374768,0.011903810811651757,0.011905050274923524,0.011906246280375442,0.011907374285143707,0.01190857714249242,0.011909681512903112,0.011910742586821123,0.011911766889945148,0.011912530785621395,0.011913183685873277,0.011914103232000515,0.011915007370202183,0.011915883581919763
 EPXKTMCO3H,nan,0.003196723088206871,0.003323836031364544,0.003355769038797684,0.003368231436427165,0.0033756253436827213,0.0033798992178137523,0.003383594124224504,0.0033864650719907068,0.0033887320868724374,0.003390571180011336,0.0033917800067225427,0.0033931259270028984,0.0033942765349925094,0.003395265291551361,0.003396126779600713,0.0033966847749223664,0.0033973464010428806,0.003397940286861881,0.0033984739201048204,0.003398959308585574,0.003399473252485552,0.0033998973084290365,0.003400291729655069,0.0034006617025465493,0.0034010091781403106,0.0034013363897834234,0.003401641336278747,0.0034019280011882112,0.0034021988906220726,0.0034024554762238602,0.0034026729654386915,0.0034029041649177535,0.0034031262864223097,0.003403338235519497,0.0034035406867426983,0.0034035528911782868,0.0034037267350686454,0.003403905992105842,0.0034040783773132545,0.0034042434732030934,0.0034042869156913507,0.0034044331926471006,0.0034045842401740503,0.00340473093779883,0.003404872704721178,0.0034049558845851923,0.003405088037493558,0.0034052213309320256,0.003405351507763092,0.003405478216005803,0.0034056074599985602,0.0034057298788249517,0.003405848699793401,0.003405964325640997,0.0034060769677581705,0.0034061512866930617,0.0034062548899504385,0.003406359499541667,0.003406462156800971,0.0034065624016894397
 EPXKTMPAN,nan,0.002044060452106018,0.0020960425797216585,0.0021104200900330106,0.0021164288841862646,0.0021199065162179616,0.002122042797085098,0.0021236601935140016,0.0021249107986629533,0.0021258942199135155,0.002126688992723395,0.002127307559391793,0.002127859483871619,0.0021283331163806382,0.002128743322849927,0.002129102925169213,0.002129408481571404,0.002129674974314353,0.002129913878106491,0.002130130436105943,0.002130329120265215,0.0021305137820352028,0.0021306925762325218,0.0021308608613404014,0.0021310193857698935,0.0021311687558288697,0.0021313072361307675,0.00213143980753635,0.002131564721601546,0.0021316829767458584,0.00213179521128807,0.002131902036949543,0.002132002977085471,0.002132099801125896,0.0021321925090125454,0.0021322814040972762,0.0021323681385385183,0.002132443064004363,0.002132516822615943,0.0021325880417339313,0.002132656844158694,0.002132722022566797,0.0021327831989123454,0.0021328445446186046,0.0021329046210687916,0.0021329633634139126,0.0021330111557886187,0.0021330670780607846,0.0021331234336373892,0.0021331790731200866,0.0021332338602702227,0.002133281459913881,0.002133335160200777,0.0021333884238217186,0.002133440833004025,0.00213349238150857,0.002133541568845586,0.002133590476653293,0.0021336391410935575,0.002133687184212977,0.002133734507055828
 TM124BCO2H,nan,0.021891084412999553,0.02946187580386598,0.03173500927845618,0.032626965321080864,0.03311698127443999,0.03342070234029552,0.033650565645402225,0.03383988741113943,0.03399260290519828,0.03411771498086013,0.034207109321679356,0.034281474693908916,0.034360653815437,0.03443020102446876,0.03449126917442714,0.03452672109402103,0.03455497351732031,0.03459258422836968,0.03462902129498302,0.03466353165744499,0.03470299282806664,0.034741457412236366,0.034773251518613976,0.03480205507399641,0.03482844352228683,0.03485207339191914,0.03487441463744258,0.034894572934494654,0.03491343800007448,0.03493116610669126,0.0349467565604594,0.03496065047824102,0.034975482622945295,0.03498964521458607,0.035003099789953855,0.035006385573930585,0.035004038481514246,0.03501269454264634,0.03502208500992938,0.0350314676382139,0.035035546159003554,0.03503652451365999,0.03504460372032674,0.03505314548757888,0.035061634605611375,0.035068031688755406,0.03507377388815906,0.035082242811027,0.035090672554217016,0.03509886783330357,0.03510702869665461,0.03511552899543941,0.03512331430300353,0.03513076251288191,0.03513793451140975,0.035143218521308646,0.03514729097919517,0.03515329374796499,0.03515930885258375,0.0351651657825931
 TM124BCO3H,nan,0.008459669120881733,0.009195161865112898,0.009388616535307927,0.009462276618068867,0.00950359962523001,0.00952726004298281,0.00954760991735563,0.009563545598150171,0.009576271831394107,0.009586688985133028,0.0095932859245848,0.0096007536957941,0.009607289153469496,0.009612987608764648,0.009617996919692187,0.009620120069531004,0.009623302975735468,0.009626460182680362,0.009629479141103355,0.009632337489547425,0.009635908573899237,0.009638810587223535,0.00964142117156819,0.009643805456590139,0.009645996469431217,0.009647971095213368,0.009649782271405836,0.009651475369585228,0.009653066144002829,0.009654564596979866,0.009655798927265896,0.009657119619334145,0.009658386457246577,0.009659591766810164,0.009660739393908624,0.009660392473296827,0.009661096268325271,0.009661905179648576,0.009662722507557427,0.009663534685392038,0.00966350929279079,0.009664175004442308,0.009664914392753866,0.009665657277644254,0.009666393398910256,0.009666833189791054,0.009667566716676864,0.009668313028131667,0.009669044037885849,0.009669756398767838,0.009670529046659321,0.009671235638691876,0.009671912748021613,0.009672567685694786,0.009673202173143039,0.00967356177071726,0.009674104992000283,0.009674661675526629,0.009675208521005252,0.009675741869933389
 TM124BPAN,nan,0.0031146697587965764,0.0032058739577444486,0.003230872415371894,0.0032412243780086322,0.0032471039335510436,0.003250699293102555,0.003253366878726985,0.0032554466331603514,0.0032570905445064623,0.0032584246673894113,0.00325945094607561,0.0032603604456628325,0.0032611518280160567,0.0032618441807469602,0.003262454929653573,0.0032628288807396567,0.003263198937006414,0.0032635662361770053,0.0032639225399266544,0.003264264092674077,0.0032646546217142956,0.0032650156553632958,0.0032653440024743834,0.0032656446952432456,0.003265921692565479,0.003266165186841906,0.0032663956812953206,0.003266612229869265,0.0032668165851337996,0.0032670099592109125,0.0032671913108563324,0.0032673629060921807,0.003267527227698121,0.003267684482154786,0.003267835180447626,0.003267934901018775,0.003268025740593889,0.0032681218238598806,0.003268220590389472,0.003268320968000686,0.00326840795059757,0.0032684938353438973,0.00326858420216317,0.0032686765200983367,0.0032687699420957212,0.0032688576507688026,0.003268956564687773,0.003269056346122975,0.0032691552478456226,0.00326925293860691,0.003269343456741365,0.003269441508473506,0.003269538394631375,0.0032696334200933066,0.0032697265848411106,0.0032698107927923033,0.0032698944346844653,0.0032699778227049054,0.0032700604573122575,0.0032701421354457555
 DM124OOH,nan,0.003962747933582901,0.004085671506077054,0.0041150757146895586,0.004126374451785414,0.0041330320316516215,0.004136942542983633,0.004140327451053232,0.004143046010929779,0.004145250401034122,0.004147077409072346,0.004148351331984158,0.0041496874576433095,0.004150859223737226,0.0041518883367626285,0.004152800200943999,0.0041533569465218995,0.004153997612635834,0.0041546070210726335,0.004155179202548867,0.0041557159032456215,0.004156306626966862,0.004156821690367945,0.004157296841689577,0.004157738679671774,0.004158151142935039,0.004158529684378608,0.004158886096575331,0.004159222126682922,0.004159540384558842,0.004159842537360234,0.004160115476065159,0.004160387481930459,0.00416064881095552,0.004160899060318169,0.004161138981169851,0.004161259042422269,0.004161446548672365,0.004161638172962725,0.00416182610949965,0.004162009671551836,0.00416212542327512,0.004162287635445395,0.004162453874818509,0.004162617934562671,0.00416277912114903,0.004162903810132066,0.004163060271926141,0.004163217639505533,0.004163372540742957,0.00416352459412115,0.0041636706253857115,0.0041638195358849545,0.004163965870319301,0.00416410927143461,0.004164249827878919,0.004164367970727502,0.004164498510123196,0.004164628952148329,0.004164757585419428,0.004164884083131315
 DM124O,nan,4.308263114260674e-06,4.313081646043701e-06,4.313265938442911e-06,4.31331095811885e-06,4.313384296396774e-06,4.313448773416861e-06,4.313459290724368e-06,4.3135148351378495e-06,4.313573762427367e-06,4.313632075185678e-06,4.313688961527583e-06,4.313746037828872e-06,4.313801782726979e-06,4.313856525845321e-06,4.313910324489678e-06,4.313961971260698e-06,4.314016978091869e-06,4.314069347613878e-06,4.314120916302858e-06,4.3141718827402166e-06,4.314222864510949e-06,4.314270750338909e-06,4.314319728276333e-06,4.31436843485038e-06,4.314416789535159e-06,4.314464734700847e-06,4.314512964285382e-06,4.314560625690435e-06,4.314608020134488e-06,4.3146551749312574e-06,4.314702094338222e-06,4.314749312960444e-06,4.3147960637049995e-06,4.31484261174143e-06,4.314888968378473e-06,4.314934763380616e-06,4.314986923453978e-06,4.315034784245979e-06,4.315082242071428e-06,4.315129560471688e-06,4.3151766897405e-06,4.315226923264626e-06,4.3152748889429285e-06,4.315322582712615e-06,4.315370134732977e-06,4.315417626719681e-06,4.3154651529408395e-06,4.315513019453427e-06,4.315560900818798e-06,4.315608701758877e-06,4.315656204822737e-06,4.31570159664532e-06,4.315748715132588e-06,4.315795845409003e-06,4.315842823831591e-06,4.315889672534082e-06,4.315938523910584e-06,4.315985752044597e-06,4.316032727508982e-06,4.316079524964739e-06
 MEK2OOC,nan,5.707034281091403e-07,5.713259821275019e-07,5.713460752291782e-07,5.713505359693868e-07,5.71359305154506e-07,5.713673730926244e-07,5.713686187184546e-07,5.713757519273683e-07,5.713833922494172e-07,5.713909881984824e-07,5.713984694086063e-07,5.714059298294949e-07,5.714132359852917e-07,5.714204214811355e-07,5.714274905945278e-07,5.714344723978904e-07,5.714416837510161e-07,5.714485603035999e-07,5.714553390030424e-07,5.71462044159851e-07,5.714686616754692e-07,5.714749801119979e-07,5.714814428555681e-07,5.714878713050104e-07,5.714942547682829e-07,5.715006022819188e-07,5.715069714027634e-07,5.715132658832331e-07,5.715195260281132e-07,5.71525755353155e-07,5.715319626844472e-07,5.715381989990537e-07,5.715443769001074e-07,5.715505287740754e-07,5.71556656068646e-07,5.715628454148658e-07,5.715697124251595e-07,5.715760314512895e-07,5.715823005336652e-07,5.715885522461728e-07,5.715948338911077e-07,5.71601452923271e-07,5.716077884897362e-07,5.716140907695305e-07,5.716203750849113e-07,5.716266469531837e-07,5.716329211249206e-07,5.716392485488469e-07,5.716455791474385e-07,5.716518995187407e-07,5.71658168804075e-07,5.716641735784894e-07,5.716704048406977e-07,5.716766375406397e-07,5.71682850206953e-07,5.716890739096324e-07,5.716955245143999e-07,5.717017682194188e-07,5.717079797554891e-07,5.717141678797341e-07
 C7BDCO2,nan,0.00016061894529654643,0.0001609409420128526,0.00016096984920553416,0.00016097629468805476,0.0001609853799403287,0.00016100739205687298,0.0001609942941198077,0.00016099898178460102,0.0001610032591358854,0.0001610071271795089,0.0001610098739466633,0.0001610134663123086,0.00016101664345990257,0.00016101961840450288,0.00016102243737733992,0.00016102217527141834,0.0001610254169649139,0.00016102824718651314,0.0001610309237685405,0.00016103348774260554,0.00016103748064969834,0.0001610395615025362,0.00016104173761787992,0.00016104388299144963,0.00016104599161169376,0.00016104780246878428,0.0001610498691334014,0.00016105191058411015,0.00016105392580027626,0.00016105591638157857,0.00016105771603265947,0.00016105975482066915,0.00016106170087417128,0.00016106362186650336,0.00016106552451792988,0.000161064824794263,0.00016106764153259783,0.00016106974972714016,0.00016107176848196984,0.00016107375858672894,0.00016107458931125955,0.0001610771572028009,0.00016107921720056375,0.00016108120502440643,0.000161083167994628,0.00016108514319979766,0.00016108725991905627,0.00016108920815121618,0.00016109112671608183,0.00016109303141035575,0.00016109520718139768,0.00016109691250205295,0.00016109875004952846,0.0001611005917501057,0.0001611024231078896,0.00016110360696046621,0.0001611057671911782,0.00016110764504961744,0.0001611094742353566,0.00016111128498135126
 C3M2COCO2H,nan,0.0021938415049208735,0.0022220538065702653,0.0022301906980479154,0.0022338350394363418,0.0022359779628721337,0.0022373419209585563,0.0022383495393240526,0.0022391379518921237,0.0022397648296774613,0.002240275674058995,0.0022406752225158297,0.002241026894556559,0.0022413337255146487,0.0022416032868215916,0.0022418421640219193,0.002241996421752184,0.002242148735020563,0.0022422980561026934,0.002242442363797489,0.002242580561458083,0.0022427350990126137,0.0022428776638849725,0.0022430087863691455,0.0022431297968014685,0.002243242071259049,0.00224334259389637,0.002243437957714307,0.0022435279970180284,0.0022436134083159832,0.0022436946416388276,0.0022437714605735167,0.0022438447283319417,0.002243915017129799,0.0022439825505109865,0.002244047529116188,0.002244095460496284,0.0022441421027941037,0.002244188430267499,0.002244235186296124,0.002244282160825603,0.0022443253503604235,0.0022443683682105255,0.0022444115154617193,0.002244454941307077,0.0022444984620196354,0.0022445423865608844,0.0022445875453917046,0.002244632668968197,0.0022446772884202977,0.0022447212935380466,0.002244764127318999,0.0022448069522380404,0.0022448497892612667,0.00224489185353413,0.002244933083523867,0.0022449717299984624,0.002245010193041287,0.002245047619046446,0.002245084464599746,0.0022451207144759816
 NT124L1O,nan,0.0013086845512999888,0.001320508750913296,0.0013237195882086343,0.0013249702508191475,0.001325902041028842,0.0013266633030600639,0.0013268011831730772,0.0013271321561208387,0.0013273986534915187,0.0013276187030693129,0.001327784466491948,0.0013279493264271532,0.0013280861666283856,0.0013282068831903728,0.0013283147942748418,0.0013283730734867934,0.0013284550147869111,0.0013285257840878273,0.0013285935946769588,0.0013286586897127252,0.0013287390447149902,0.0013288004985300837,0.0013288617493654804,0.0013289189914902513,0.001328972487129503,0.0013290213802829413,0.0013290666608928923,0.0013291104113167724,0.0013291521838783044,0.0013291921190054855,0.001329225528531232,0.0013292654181058332,0.0013293007826541156,0.0013293346064328782,0.001329367248008918,0.0013293528642171106,0.0013294066883385693,0.00132943445322962,0.0013294596855271666,0.0013294846449898173,0.0013294805968688485,0.0013295252272531666,0.0013295508323537398,0.0013295743286712,0.0013295975129464141,0.0013296116066686713,0.0013296438632495594,0.0013296684899609002,0.0013296918649456603,0.0013297147437456472,0.0013297436962885292,0.0013297619123780386,0.0013297832202858822,0.0013298044593924834,0.0013298252310805399,0.0013298320441301544,0.0013298610912589677,0.0013298812245265774,0.0013298996733478272,0.001329917440882514
 TM124OOH,nan,0.01179151707616692,0.012678734426758986,0.012904820075458678,0.012991986777680986,0.013042179101660367,0.013073804827651695,0.013102324902267419,0.013125837551530324,0.013145470247533205,0.013162073592703502,0.013172905571734568,0.013185168164192261,0.01319606123199724,0.013205662992344621,0.013214167589827746,0.013217521832295815,0.013222671588712934,0.013227893474659356,0.013232958963866778,0.01323780025858535,0.013244087789480408,0.013249198380085389,0.013253772803967393,0.013257927909819629,0.013261725403167356,0.01326513943714334,0.013268209512609246,0.01327106847876176,0.013273743312974245,0.013276251476614506,0.013278254809663805,0.013280437103464425,0.013282520702166374,0.013284492565107275,0.013286359252425729,0.013285150346582201,0.013286033190316099,0.013287131840025404,0.013288271600404378,0.013289422828444218,0.01328886334570165,0.01328972299994602,0.013290734069350364,0.013291767031329794,0.013292799191454369,0.013293371770740005,0.013294449421191675,0.01329554622704868,0.013296610487113027,0.013297634878703852,0.013298898515186189,0.013299912785708459,0.01330086010449616,0.013301755328163706,0.013302601116883958,0.013302793845338954,0.013303395711282815,0.013304017941568033,0.013304611236992284,0.01330516613194447
 TM124QONE,nan,0.0002155036812728918,0.00021610975245501594,0.00021622558672507844,0.00021627293852684914,0.0002163021135624856,0.00021632076638467349,0.00021633286193676557,0.00021634430691636546,0.000216353959775266,0.0002163622225252406,0.0002163690781965982,0.00021637548211086305,0.00021638132689771273,0.00021638670880406706,0.0002163917072255495,0.0002163957509387529,0.00021639985351099882,0.00021640381147268874,0.0002164076782010199,0.00021641145088876918,0.0002164153558534886,0.0002164190402647651,0.00021642264693263433,0.00021642613269957085,0.000216429509145032,0.00021643274313859235,0.0002164359345491056,0.0002164390431473551,0.0002164420903907657,0.00021644508239350237,0.00021644801993235218,0.00021645092757809395,0.00021645378492567293,0.00021645660422185507,0.00021645938806065735,0.00021646202571201108,0.0002164648603972155,0.00021646751533672362,0.0002164701582885786,0.0002164727973678521,0.00021647540244834295,0.0002164781177659926,0.00021648074515368457,0.00021648336475767375,0.0002164859792911291,0.00021648856335235378,0.00021649118796122642,0.00021649383315812745,0.00021649647480773745,0.00021649910701154499,0.00021650169308904573,0.00021650420964052744,0.00021650680212125035,0.00021650938732364905,0.00021651195752841847,0.00021651450271179123,0.00021651712473081918,0.00021651966943921758,0.0002165221982373179,0.00021652471365488866
 T124NCATEC,nan,0.08191001414129173,0.16690859078799578,0.24649095658230066,0.31459935777894577,0.37267246653368913,0.4231486422613769,0.468213869808296,0.5092134379945835,0.5468522385232668,0.5816133188998143,0.6136982279817943,0.6432782133751099,0.6709318968457162,0.6968932367924692,0.7213525689751408,0.7445169454445809,0.7657546212665989,0.7855059388311444,0.8040240766441796,0.8215272600992334,0.838098872058523,0.8542919032709216,0.8700707158938944,0.8854493932500342,0.9004287117552162,0.9149684315704024,0.9290969268580941,0.9427943445964674,0.9560727719522766,0.9689483037021778,0.981488561667758,0.9935835669667478,1.0053165733658087,1.0167067512532977,1.0277695328057261,1.03893673413083,1.0491563492384501,1.0589125606641507,1.0682626839701732,1.0772408598956282,1.0861265790227483,1.0943494463941987,1.1022431577764278,1.109856865337096,1.1172176781824252,1.1243032942967388,1.1311276672673773,1.1378025971321015,1.1443415825071954,1.1507518426825785,1.1569184156647054,1.1630514650419954,1.1691026355796486,1.17506404042619,1.1809339494203066,1.186785139550314,1.1924278981591503,1.1979519905629101,1.2033656760508287,1.2086689283362804
 T124CAT1O2,nan,0.00015999129199051234,0.00016036109146729156,0.0001604178424011566,0.0001604403944621009,0.0001604567700369695,0.0001604683112576686,0.0001604743205552514,0.00016048145163481456,0.00016048759809694684,0.0001604929354537619,0.0001604973245287522,0.00016050162541133788,0.00016050552626087334,0.00016050913929921117,0.00016051251692193123,0.00016051519967584085,0.0001605181036545814,0.0001605208490287018,0.00016052353291488795,0.0001605261582771786,0.00016052892394674526,0.00016053145397615511,0.0001605339712265644,0.0001605364148682311,0.00016053878966034989,0.00016054107606242228,0.00016054332974628317,0.0001605455346635992,0.0001605477010056113,0.00016054983224144905,0.00016055189690607753,0.00016055399724674806,0.00016055604488481135,0.0001605580658724108,0.00016056006334085507,0.00016056170150410015,0.00016056392246266248,0.00016056586120593541,0.00016056777455458542,0.00016056968287229685,0.00016057138758629382,0.00016057347729886388,0.00016057539553362082,0.00016057729447797403,0.00016057918716366114,0.00016058098738947133,0.00016058293348138552,0.0001605848533836377,0.0001605867641944164,0.00016058866603959514,0.0001605905653360057,0.00016059235973325402,0.0001605942248536756,0.00016059608496943786,0.00016059793237231676,0.00016059968396469086,0.00016060161351445082,0.0001606034437648868,0.0001606052527560906,0.00016060704719166713
 C5CODBCO2H,nan,0.0025113935994450776,0.0025538979245233744,0.0025664185008102735,0.002571858758811599,0.002575001658042927,0.0025769306422277097,0.0025783694255515043,0.002579476931760121,0.002580347274174995,0.002581050261777679,0.002581588924660313,0.002582068520351218,0.0025824855388553313,0.0025828503307826407,0.0025831724306341086,0.0025833864708771867,0.0025835948742545705,0.0025837977164102368,0.002583992176974138,0.0025841772466804313,0.0025843788466491627,0.002584566075100346,0.002584738005838907,0.002584896695042489,0.0025850439360578007,0.002585175411375824,0.0025853005734774834,0.002585418670997679,0.00258553062995528,0.0025856370434729063,0.002585737517358817,0.002585833071658854,0.0025859248348805972,0.0025860129616272383,0.002586097707178833,0.0025861627642178274,0.0025862237388392657,0.00258628522094168,0.0025863470698551266,0.002586408957479296,0.0025864656604678575,0.0025865214483480935,0.0025865780149562996,0.0025866348345996108,0.0025866916278833143,0.0025867458568921368,0.0025868038821464886,0.002586862063353075,0.0025869195910581382,0.0025869763112202097,0.0025870298690559216,0.00258708529076117,0.002587140504509321,0.002587194712402643,0.0025872478605068775,0.002587297579970738,0.0025873470527681248,0.0025873955614260794,0.0025874433682339026,0.0025874904213949797
 TMBCO2H,nan,0.021260097857505263,0.02845528331284661,0.03057961389706423,0.03140769713943603,0.03186231073885909,0.03214322307489499,0.03235620720787002,0.03253156660309801,0.03267294593487729,0.03278872400988233,0.032871379250503374,0.03294027385156863,0.03301353057123958,0.033077805823445945,0.03313421982287585,0.03316763944162178,0.03319453354265738,0.0332297653343079,0.033263682020416775,0.0332956792682148,0.03333177712602591,0.03336684059322736,0.03339583851817765,0.03342214751226575,0.03344627575148041,0.03346788656961493,0.033488344475886035,0.03350681787234713,0.033524118519112016,0.033540384790341944,0.033554680605262885,0.03356743139838841,0.03358104389455727,0.033594042889125035,0.03360639696548733,0.033609570278449484,0.033607667438420724,0.0336157843959491,0.03362452113450306,0.03363323149892456,0.03363710842510295,0.03363818548569617,0.033645707601197804,0.03365361905082722,0.03366147115336405,0.0336673550304013,0.03367268805325475,0.03368048912217781,0.033688243545069205,0.03369578235033996,0.03370324451213587,0.0337110464456654,0.03371820008100998,0.03372504954163167,0.03373164892406328,0.03373653659984852,0.033740340883733386,0.033745887223546024,0.03375143872736479,0.033756846710740855
 TMBCO3H,nan,0.008179236428405526,0.008869040630957753,0.009049257682395095,0.009117768918442497,0.009156221428807015,0.00917817694376489,0.009197076976773275,0.009211886654553645,0.009223714039137272,0.00923339458086112,0.009239532835919826,0.009246473076797102,0.00925254444629062,0.00925783715775293,0.009262489022412996,0.00926454454382798,0.009267557845997863,0.00927052403520614,0.009273346740985648,0.009276010181984706,0.00927928440189595,0.009281945823367135,0.00928434377798011,0.009286536690114686,0.009288554069837628,0.009290373154338347,0.009292044083570808,0.009293607299904534,0.009295077054573478,0.00929646235452996,0.009297604169907858,0.009298824732799455,0.009299996233359831,0.009301111533621254,0.009302174060335544,0.009301882521380204,0.009302547306613071,0.00930330687741053,0.009304072981734524,0.009304833319616308,0.009304831381359385,0.009305456367097556,0.00930614793026351,0.009306842028661952,0.009307529340775222,0.009307941672796551,0.009308623286647505,0.009309316570688076,0.009309995786050887,0.009310657862343197,0.009311370448030718,0.009312026153272123,0.00931265512032416,0.00931326384863004,0.009313853894627805,0.009314195180437579,0.00931470185444211,0.009315220789029785,0.009315730825580829,0.009316228624024798
 TMBPAN,nan,0.0030188796104418424,0.0031049767290281024,0.0031284837068814033,0.003138213404389666,0.0031437407976717424,0.0031471195709512193,0.003149625115086821,0.0031515802834955566,0.0031531261627177286,0.0031543809560012474,0.0031553490456015946,0.003156205836977032,0.0031569510084328636,0.0031576028319841684,0.0031581778220792877,0.003158548338011775,0.003158909416074203,0.003159262865404932,0.0031596026858108452,0.0031599264592122598,0.003160285565451283,0.0031606182590089064,0.0031609219830539496,0.003161200982436303,0.0031614586784513943,0.0031616864920575114,0.0031619024240465365,0.003162105559834358,0.0031622974866030397,0.003162479297903055,0.0031626498947678904,0.0031628115519115787,0.0031629664567532183,0.0031631148228083595,0.0031632571172965592,0.0031633578691974648,0.003163450376599345,0.0031635463265369747,0.0031636438514406344,0.0031637421300699073,0.0031638289318025262,0.0031639143611492874,0.003164002959312752,0.003164092750530195,0.003164183073984746,0.00316426742061822,0.0031643612115036515,0.003164455619560914,0.0031645491291355152,0.003164641462195285,0.0031647271238427295,0.0031648190295469622,0.0031649100375064497,0.0031649994087774858,0.003165087130494628,0.00316516741108103,0.0031652472730178496,0.0031653266952968253,0.0031654053783808827,0.003165483163744263
 DMPHOOH,nan,0.003815386306549786,0.00392993499711974,0.003957210663895049,0.003967667254828922,0.003973823874888733,0.003977430048991617,0.003980551042367337,0.003983059826113078,0.0039850940877200185,0.003986779914442404,0.003987955357045696,0.003989188808276607,0.003990270376945874,0.003991220184557734,0.0039920617374790655,0.003992585730722136,0.003993185232549932,0.003993753636464148,0.003994286024860227,0.00399478442526791,0.003995326446998868,0.003995799102560744,0.003996235360162501,0.003996641242539251,0.003997020363179952,0.00399736856587838,0.003997696796212747,0.003998006471885034,0.003998299980761219,0.003998578835688287,0.003998831103794017,0.003999082388000325,0.003999323985004703,0.003999555512789566,0.003999777647933362,0.003999893926941535,0.004000070069375474,0.004000249859942168,0.004000426198989328,0.004000598440279869,0.004000710441521064,0.004000863345709935,0.004001019781931653,0.00400117409954425,0.004001325663262005,0.004001443465164463,0.00400159015709703,0.004001737620475498,0.004001882750978423,0.004002025204542943,0.004002161195031835,0.004002300466676988,0.004002437411657782,0.004002571642761814,0.004002703243743489,0.004002815107412755,0.004002937704790095,0.004003060159055126,0.004003180955024243,0.004003299798271529
 DMPHO,nan,4.185817809462835e-06,4.190496526766716e-06,4.190674688796477e-06,4.190718101678846e-06,4.190789154143105e-06,4.190851677429539e-06,4.190861859008195e-06,4.190915777980533e-06,4.190972995141484e-06,4.191029622529568e-06,4.191084883852138e-06,4.191140315627363e-06,4.191194457782205e-06,4.19124762916461e-06,4.1912998848454795e-06,4.1913502018280275e-06,4.191403613662279e-06,4.191454467388266e-06,4.1915045473141655e-06,4.1915540454022524e-06,4.1916034732902265e-06,4.191649991241931e-06,4.19169757136869e-06,4.191744888141667e-06,4.191791863295759e-06,4.19183844592341e-06,4.191885299831727e-06,4.19193160185995e-06,4.191977644705731e-06,4.1920234548912045e-06,4.19206903289076e-06,4.192114905743817e-06,4.192160324098552e-06,4.192205545589907e-06,4.192250581191205e-06,4.192295139438979e-06,4.192345811879398e-06,4.1923923057102806e-06,4.192438408221332e-06,4.1924843755814244e-06,4.192530171988206e-06,4.192578973196541e-06,4.192625569842857e-06,4.1926719023807104e-06,4.192718097410562e-06,4.192764219101275e-06,4.1928103910720884e-06,4.192856893101858e-06,4.192903409544031e-06,4.192949847899188e-06,4.192995990004327e-06,4.193040087680775e-06,4.19308586336649e-06,4.193131650565252e-06,4.1931772902469486e-06,4.193222806645507e-06,4.193270267882509e-06,4.1933161505017515e-06,4.193361787355984e-06,4.193407251188329e-06
